Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets;Texto_Traduz;Classificação_Blob;percent_pos_blob;percent_neg_blob;Azure_Sentiment;Azure_percent_pos;Azure_percent_neg;Azure_percent_neutro;Classificacao_flair;percent_pos_flar;percent_neg_flar;Percent_Media_final;Class_final
Enzo;enzovarellap;2022-11-21 14:57:55+00:00; timinho esse de portugal, se o Brasil n fizesse 5 no iran iam pedir a cabeça do tite;0;0;0;timinho this one from portugal, if Brazil didn't make 5 in iran they would ask for tite's head;neg;0.3230712993667951;0.6769287006332045;neutral;0.01;0.02;0.96;POSITIVE;0.8337756991386414;0.16622430086135864;0.2900889568062968;Negativo
Pc 💎;Pcfaixapreta;2022-11-21 17:06:07+00:00; Após a foto gabigol descobriu que o nome do mlk era Tite kkkk ficou pistola;0;0;0;After the photo, Gabigol found out that mlk's name was Tite kkkk he became a pistol;neg;0.3787341959666277;0.6212658040333711;negative;0.04;0.61;0.35;POSITIVE;0.7471590042114258;0.2528409957885742;0.29043602919849704;Negativo
𝒚𝑭𝒆𝒓⁷✪ 🇧🇷;yFer7_;2022-11-21 17:46:28+00:00;1910   tá, to começando a me iludir q o tite vem dps;0;7;0;1910 ok, I'm starting to delude myself that tite is coming later;neg;0.221417896128394;0.7785821038716049;neutral;0.22;0.09;0.69;NEGATIVE;0.46675461530685425;0.5332453846931458;0.2907038752488718;Negativo
Ari Sttortini 🇾🇪;dos_ariovaldo;2022-11-22 01:15:57+00:00; Nelson Barbosa voltar a dar as cartas na economia tupiniquim é tipo o Joel Santana assumir a seleção brasileira depois do Tite! Bizarro ao extremo!;0;0;0;Nelson Barbosa is back in charge of the Tupiniquim economy, it's like Joel Santana taking over the Brazilian national team after Tite! Bizarre to the extreme!;neg;0.0489422287907487;0.9510577712092514;negative;0.0;0.99;0.0;POSITIVE;0.9945249557495117;0.005475044250488281;0.2911417343271103;Negativo
amazoniaagora;diariodoac;2022-11-21 16:34:08+00:00;Tite muda estratégia de 2018 e esconde Brasil que começa Copa no Qatar ;0;0;0;Tite changes 2018 strategy and hides Brazil that starts the World Cup in Qatar;neg;0.4034496279148606;0.5965503720851408;neutral;0.1;0.06;0.85;POSITIVE;0.6182060241699219;0.3817939758300781;0.2914088108935292;Negativo
Vagnãoooo;Vagner_2019;2022-11-22 00:55:35+00:00;   Oxe, você tem bola de cristal agora é? Kkkkkkkkkkkkkkkkkkk a cbf deveria ter levado você ao invés do tite;0;0;0;Oxe, you have a crystal ball now, do you? Lol the cbf should have taken you instead of tite;neg;0.0484896933783624;0.9515103066216376;neutral;0.01;0.04;0.95;POSITIVE;0.9788854718208313;0.0211145281791687;0.29232294814571785;Negativo
queen b;bia_horacio;2022-11-21 18:44:35+00:00;tite vem depois do paulistão já tô iludida ;0;0;0;tite comes after paulistão i'm already deluded;pos;0.6152909980271679;0.3847090019728325;negative;0.36;0.58;0.05;NEGATIVE;0.00029796361923217773;0.9997020363807678;0.2936981321808046;Negativo
Tulio;Tulmag;2022-11-21 15:37:58+00:00; Tite vai comandar pelo telefone ;0;4;0;Tite will command by telephone;pos;0.7446296742198744;0.2553703257801254;neutral;0.05;0.0;0.94;POSITIVE;0.5558913946151733;0.44410860538482666;0.2937732090643173;Negativo
Rodrigo Nunes Lois;rodrigonlois;2022-11-21 15:36:07+00:00;"Com anotações na mão, Tite abre treino da Seleção por apenas 20 minutos. Previsão é de que treinador monte escalação no segundo treino em Doha, mas sem observação da imprensa. Informações de  e  . 

";0;0;0;With notes in hand, Tite opens training for the national team for just 20 minutes. It is expected that the coach will assemble the lineup in the second training session in Doha, but without observation from the press. Information from and .;pos;0.6655763315346326;0.334423668465367;neutral;0.01;0.17;0.82;POSITIVE;0.6779882907867432;0.32201170921325684;0.2945075590154455;Negativo
Miranda, Matheus #RIPMIURA #RIPBILLRUSSELL #MYGOAT;MathEng_CRF;2022-11-21 17:26:06+00:00;"Se eu pudesse falar tudo o que eu penso, todas as contas de analistazinhos de twitter iam me denunciar e seria banido.

No caso, sou incentivado a aplaudir o Tite pelo feito de meter um top 10 no mundial (NO MÍNIMO) no banco. ";0;8;2;"If I could say everything I think, all the little analyst accounts on twitter would report me and I would be banned.

In this case, I am encouraged to applaud Tite for the feat of putting a top 10 in the world (AT MINIMUM) on the bench.";pos;0.9909290066190056;0.0090709933809955;negative;0.2;0.73;0.06;NEGATIVE;0.13617384433746338;0.8638261556625366;0.2947538136134189;Negativo
Placar;placar;2022-11-21 20:01:08+00:00;"Tite mantém mistério sobre escalação e ‘complica’ Raphinha

";0;4;0;Tite keeps mystery about lineup and 'complicates' Raphinha;pos;0.5656494128567076;0.4343505871432931;negative;0.13;0.57;0.3;NEGATIVE;0.49118125438690186;0.5088187456130981;0.29543027451864445;Negativo
Robson 4P® #Lula2023 +688mil mortos de COVID;robson4P;2022-11-22 00:47:54+00:00;22 Rafa pelo q estão falando e pelos outros nomes q também virão, parece q o projeto é esperar o Tite. Um time grande como o Corinthians na minha opinião não da pra fazer um planejamento assim, pois a temporada pode ser comprometida e no futebol não temos garantia de nada...;0;0;0;22 Rafa, from what people are talking about and the other names that will also come, it seems that the project is to wait for Tite. A big team like Corinthians, in my opinion, it is not possible to plan like that, because the season can be compromised and in football we have no guarantee of anything...;neg;0.0646303800280449;0.9353696199719568;positive;0.5;0.08;0.42;NEGATIVE;0.0034508705139160156;0.996549129486084;0.29593316015083954;Negativo
pequeno 8️⃣0️⃣🗳;pequenomesmo;2022-11-22 01:34:29+00:00;po tite, Raphinha titular no lugar do Rodrygo é brincadeira;0;0;0;po tite, Raphinha holder in place of Rodrygo is a joke;neg;0.1114469069472426;0.8885530930527571;positive;0.49;0.46;0.05;NEGATIVE;0.00036346912384033203;0.9996365308761597;0.29602483502784616;Negativo
🅿️;ogpedrob;2022-11-21 22:53:40+00:00; tô esperando o tite me convocar pra assistir do banco de reservas;0;0;0;I'm waiting for Tite to summon me to watch from the bench;pos;0.9302865879069286;0.0697134120930702;neutral;0.21;0.05;0.74;NEGATIVE;0.15355443954467773;0.8464455604553223;0.29677078099946913;Negativo
Felipe Lima;FelipeBrutus;2022-11-21 17:42:30+00:00;1910   Tá com muita cara de Tite pro meio do Ano;0;0;0;1910 looks a lot like Tite for the middle of the year;neg;0.36443931356872;0.6355606864312805;neutral;0.43;0.03;0.54;NEGATIVE;0.0005478262901306152;0.9994521737098694;0.2979335665927116;Negativo
Leandro Souza;lsouzafreiresp;2022-11-21 17:29:23+00:00; Só eu que acho que Lázaro só vai segurar a vaga para o Tite !;0;0;0;I'm the only one who thinks Lázaro will only hold onto Tite's spot!;pos;0.5938629119077948;0.4061370880922048;neutral;0.05;0.05;0.89;POSITIVE;0.6462017893791199;0.3537982106208801;0.2980380700951478;Negativo
Marcos Moutinho Soares;MarcosMoutinh12;2022-11-21 22:52:56+00:00; Segundo o Tite um presidente da República não deve interferir nisso...;0;0;0;According to Tite, a President of the Republic should not interfere in this...;pos;0.832101173881214;0.1678988261187863;neutral;0.0;0.01;0.99;POSITIVE;0.6280107498168945;0.37198925018310547;0.29830323907357187;Negativo
𝑳𝒖𝒄𝒂𝒙’𝒔;lucastavaress_;2022-11-21 22:47:09+00:00;Eu tô mais ansioso é pra ver a escalação que Tite vai colocar;0;1;0;I'm more anxious to see the lineup that Tite will put up;pos;0.8324867283632124;0.1675132716367877;neutral;0.24;0.08;0.68;NEGATIVE;0.15419691801071167;0.8458030819892883;0.3001257949120908;Negativo
luanel messi 😈;Heit0r_Duarte;2022-11-22 00:58:36+00:00;trouxeram todo mundo menos o tite ;0;0;0;they brought everyone but tite;pos;0.6105690970953557;0.3894309029046443;neutral;0.29;0.06;0.65;NEGATIVE;0.16791701316833496;0.832082986831665;0.3009147319188608;Negativo
🦑 ✯ sullivan & massadas ✯;EscarlateOHara;2022-11-21 16:26:09+00:00;" _toardik  Lógico, da mesma forma que o treino pré-jogo não é como os dos dias antecedentes (no caso usei a palavra véspera no lugar de vésperas, os dias próximos e não o imediatamente anterior).

Quem viu 2006, sabe.
Mas como eu disse, o ""coach"" Tite deve saber o que está fazendo.";0;0;0;"_toardik Of course, in the same way that pre-game training is not like the previous days (in this case I used the word eve in place of eve, the next days and not the immediately preceding).

Anyone who saw 2006 knows.
But as I said, the ""coach"" Tite must know what he is doing.";neg;0.2368282714088302;0.7631717285911683;positive;0.45;0.11;0.44;NEGATIVE;0.03592938184738159;0.9640706181526184;0.30124100501479906;Negativo
Sanchez;sanchezzjuliaa;2022-11-21 21:20:31+00:00;se o tite ganha a copa do mundo, o salário dele no corinthians vai ser bem grande, e o corinthians ta cheio de dívida…;0;0;0;if tite wins the world cup, his salary at corinthians will be very big, and corinthians is full of debt…;pos;0.7837476664123781;0.2162523335876206;negative;0.33;0.66;0.01;NEGATIVE;0.003312528133392334;0.9966874718666077;0.30148181752559466;Negativo
Dion Guilherme;DionGuilherme1;2022-11-21 23:00:37+00:00;   Como to falando, ou vai dar mt certo pra eles, ou vai dar muito errado kkk, essa seleção do tite sabe sair de pressão alta.;0;3;0;As I'm saying, either it's going to work out really well for them, or it's going to go really wrong lol, this selection of tite knows how to get out of high blood pressure.;neg;0.0888581255453639;0.9111418744546342;negative;0.01;0.99;0.0;POSITIVE;0.9922360777854919;0.007763922214508057;0.301904325873764;Negativo
tiago;tiagodamicog;2022-11-21 15:08:29+00:00; se o tite não fosse um bunda mole botava o homem de titular;0;0;0;if tite wasn't a soft ass, he'd put the man in the starting lineup;neg;0.3223451805355772;0.6776548194644223;negative;0.02;0.95;0.03;POSITIVE;0.8585336804389954;0.14146631956100464;0.30277322020193825;Negativo
pablo.leoᶜʳᶠ;_pabloleo_;2022-11-21 13:55:55+00:00;Tite não gosta do Vini, não sabe utilizá-lo. Assim como o Gabigol, só convocou por pressão popular. E podem ter certeza, só vai colocá-lo em último caso e no fim das partidas. ;0;0;0;Tite doesn't like Vini, he doesn't know how to use it. Just like Gabigol, he only called for popular pressure. And you can be sure, it will only put him as a last resort and at the end of the matches.;pos;0.9259601583589678;0.0740398416410325;mixed;0.29;0.38;0.33;NEGATIVE;0.017167866230010986;0.982832133769989;0.3028994129741414;Negativo
Wallison S.Lima;wsouza_lima;2022-11-21 16:44:09+00:00;2 Fiz esse comentário lá na live do meu timão e disseram que não, mas, pra mim são duas jogadas economizar agora no primeiro semestre pra compra o Yuri e a segunda esperar pelo tite. Um risco que poder dar muito certo mas se der errado acabou a era Duilio;0;0;0;2 I made this comment on my helm's live and they said no, but for me it's two moves to save now in the first half to buy Yuri and the second to wait for Tite. A risk that could go very well, but if it goes wrong, the Duilio era is over;neg;0.4655494118709527;0.5344505881290456;mixed;0.4;0.51;0.09;NEGATIVE;0.027455925941467285;0.9725440740585327;0.30292303767912676;Negativo
Torcedores.com;Torcedorescom;2022-11-21 21:35:16+00:00;Tite destaca amadurecimento e revela problema de Neymar: “Tem uma dificuldade”  ;0;3;0;"Tite highlights maturity and reveals Neymar's problem: ""He has a difficulty""";pos;0.6509484205661374;0.3490515794338621;negative;0.01;0.97;0.02;POSITIVE;0.7170658707618713;0.28293412923812866;0.30358288029855435;Negativo
Denise e seus pets 🐱🐶;DeniseMeloLima;2022-11-21 17:41:59+00:00;" Enquanto o Tite manter os jogadores pra fazer média...Não ganha nada!

Neymar tá na hora de dar tchau, ele se achando o  fodão e o centro do universo, já era!!! Tem jogador q está voando e joga melhor atualmente.";0;1;0;"As long as Tite keeps the players to average... He doesn't win anything!

Neymar it's time to say goodbye, he thinks he's the badass and the center of the universe, it's gone!!! There are players who are flying and currently play better.";pos;0.769333856182361;0.2306661438176407;mixed;0.34;0.58;0.07;NEGATIVE;3,96E+11;0.9999604225158691;0.3042018587358033;Negativo
Diego Fraga 🇵🇸🚩🇨🇺;DiegoJosNoguei1;2022-11-21 15:05:45+00:00; Urgente: torcedores do Brasil fazem manifestação pedindo que Tite treine mais jogadas de cabeça.;0;0;0;Urgent: Brazilian fans demonstrate asking Tite to practice more headers.;neg;0.1499449872306854;0.8500550127693163;neutral;0.0;0.18;0.81;POSITIVE;0.9924361109733582;0.007563889026641846;0.30497388702534306;Negativo
Thayana Scafi;ThayanaScafi;2022-11-21 16:57:43+00:00; Tite fechou o treino para os meninos poderem ensaiar, cirúrgico!;0;0;0;Tite closed training so the boys could rehearse, surgical!;pos;0.5526684694517345;0.4473315305482654;neutral;0.39;0.02;0.59;NEGATIVE;0.011401057243347168;0.9885989427566528;0.3050672262769184;Negativo
𝘮𝘢𝘳𝘪 ♡;whmari_;2022-11-21 16:40:58+00:00;"Tite
Roger Guedes
Romero
Yuri Alberto
Corinthians 2023.";0;0;0;"Tite
Roger Guedes
Rosemary
Yuri Alberto
Corinthians 2023.";neg;0.1406249999999996;0.8593749999999991;neutral;0.0;0.01;0.99;POSITIVE;0.9985319375991821;0.001468062400817871;0.30538412502833767;Negativo
Márcio Castelo Branco 🦆🦆🇧🇷;marcio_clay;2022-11-21 18:50:02+00:00;1910   Fica claro... Tite volta ao Corinthians.;0;0;0;1910 It becomes clear... Tite returns to Corinthians.;pos;0.5210457890682019;0.4789542109317976;neutral;0.06;0.02;0.92;POSITIVE;0.6883346438407898;0.3116653561592102;0.30538786810711166;Negativo
Vitin;VictorPotoco;2022-11-22 00:56:36+00:00; Não vai jogar de segundo atacante, ele vai jogar como um meia articulador mesmo, o Tite não é tão ofensivo assim;0;0;0;He will not play as a second striker, he will play as an articulating midfielder, Tite is not that offensive;pos;0.6166749676608283;0.3833250323391727;negative;0.38;0.61;0.01;NEGATIVE;0.0035747885704040527;0.996425211429596;0.3062606492573766;Negativo
SCCP 🦅🇵🇹;Welling40607941;2022-11-21 18:16:05+00:00;Óbvio que não tem nada de Tite ! ;0;0;0;Obviously there's nothing like Tite!;neg;0.3027747506754499;0.6972252493245502;neutral;0.0;0.01;0.98;POSITIVE;0.9220132827758789;0.0779867172241211;0.30668590231817255;Negativo
guilherme;bonyguikk;2022-11-21 15:14:50+00:00;aql tecnico ali é igual o tite po;0;0;0;that technician over there is the same as tite po;neg;0.3585432877915166;0.6414567122084838;neutral;0.02;0.01;0.97;POSITIVE;0.8546428680419922;0.1453571319580078;0.3068327176965001;Negativo
amanda;mandsq_;2022-11-21 13:49:21+00:00;Esse serei eu na quinta feira durante o jogo do brasil! Depois do 7x1 e com o tite mantendo jogadores desse fatídico jogo até hoje eu não consigo me animar com a nossa seleção 🤧 ;0;0;0;This will be me on Thursday during the Brazil game! After the 7x1 and with tite keeping players from that fateful game until today I can't get excited about our selection 🤧;pos;0.9300607540526338;0.0699392459473651;negative;0.0;1.0;0.0;POSITIVE;0.6155385971069336;0.3844614028930664;0.30873399260950013;Negativo
Mundo da Bola 🇧🇷;mundodabola;2022-11-22 00:32:17+00:00;"⚠️ Visitante flagra Vini Jr de titular e Fred na reserva em treino fechado da seleção.

Tite tenta fazer mistério antes de estreia na Copa do Mundo contra a Sérvia, mas foto ""entrega"" parte do ensaio desta terça-feira.

🗞️  |  | 
📸 Reprodução ";27;403;12;"⚠️ Visitor catches Vini Jr as starter and Fred in reserve in closed training for the national team.

Tite tries to make a mystery before his debut in the World Cup against Serbia, but the photo ""delivers"" part of this Tuesday's rehearsal.

🇧🇷  | 🇧🇷
📸 Playback";pos;0.6862150796529704;0.3137849203470338;mixed;0.25;0.42;0.33;NEGATIVE;0.23776710033416748;0.7622328996658325;0.30882132576018645;Negativo
LIRIO;lirioliriolirio;2022-11-22 01:09:28+00:00;chegamos num ponto que podemos escalar um time q amassará qualquer um no ataque, um time equilibrado com dois volantes, um time full ataque, tite deve olhar pra reserva e pensar ''pqp, posso fazer o q quiser'', ainda tem um aposentado pra ficar acalmando a galera no banco ;0;1;0;we reached a point where we can choose a team that will crush anyone in attack, a balanced team with two defensive midfielders, a full attack team, tite must look at the reserve and think ''why, I can do whatever I want'', there's still a retiree to stay calming the crowd on the bench;pos;0.986772586078954;0.0132274139210415;negative;0.21;0.77;0.02;NEGATIVE;0.17079299688339233;0.8292070031166077;0.3097655114065341;Negativo
Marcelo 🇧🇷;omarceloh29;2022-11-21 20:39:22+00:00;Corri 6km na academia hoje, estou pronto pra substituir o 7 na copa caso seja necessário. Viu, tite?;0;0;0;I ran 6km in the gym today, I'm ready to replace the 7 in the cup if necessary. See, tite?;pos;0.6546447756837025;0.345355224316298;neutral;0.08;0.03;0.89;POSITIVE;0.5970293879508972;0.4029706120491028;0.30981479308364246;Negativo
Patriota;Patriot76754686;2022-11-21 14:47:19+00:00;  Deixando bem claro. Não sou corintiano. Não gosto do Tite.;0;1;0;Making it very clear. I'm not a Corinthian. I don't like Tite.;pos;0.66501915177566;0.3349808482243402;negative;0.01;0.59;0.4;POSITIVE;0.7351306080818176;0.2648693919181824;0.3107543382770422;Negativo
Duˢᶜᶜᵖ🫡;sccp000;2022-11-21 17:40:27+00:00;Tá faltando só o Tite hein ;0;0;0;Only Tite is missing huh;neg;0.1862034046745853;0.8137965953254147;negative;0.04;0.89;0.07;POSITIVE;0.9175665378570557;0.08243346214294434;0.3116194971983853;Negativo
NANAL;Nanal32089136;2022-11-21 15:32:03+00:00;Alô TITE , GABIGOL é estrangeiro?;0;0;1;Hello TITE, is GABIGOL a foreigner?;pos;0.8513513513513503;0.1486486486486486;neutral;0.0;0.0;1.0;POSITIVE;0.6670942902565002;0.33290570974349976;0.31221999026633585;Negativo
Santástico;santosvitoriaes;2022-11-21 20:14:31+00:00; Kkkkk os treinadores do futebol capixaba opinando sobre o Tite da seleção brasileira kkkk essa foi demais;0;0;0;Lol the capixaba football coaches opining about Tite from the Brazilian national team lol this was awesome;neg;0.0299292125765067;0.9700707874234924;negative;0.04;0.94;0.02;POSITIVE;0.9979181885719299;0.0020818114280700684;0.3122522271029095;Negativo
Cxstx;viniciuscostal7;2022-11-22 01:25:44+00:00;Kakakakaa Tite ta pras foda filho ;0;0;0;Kakakakaa Tite is ready to fuck son;pos;0.5840020302960073;0.4159979697039932;negative;0.4;0.54;0.06;NEGATIVE;0.003488481044769287;0.9965115189552307;0.3129969989122209;Negativo
Marcelo Resende;marcelopr25;2022-11-21 23:38:14+00:00;esse richarlison também não é crqaque. esse tite ninguém merece. ;0;0;0;this richarlison is not crqaque either. this guy nobody deserves.;pos;0.5480768247594796;0.4519231752405199;negative;0.01;0.95;0.04;POSITIVE;0.808388888835907;0.19161111116409302;0.3149792289187562;Negativo
And;Deku0751;2022-11-21 18:26:20+00:00;eu to começando a acreditar na ideia maluca de que o tite vai assumir dps do paulista ;0;0;0;I'm starting to believe in the crazy idea that Tite will take over from São Paulo;neg;0.4645002509691583;0.5354997490308407;negative;0.01;0.98;0.01;POSITIVE;0.8508989810943604;0.14910101890563965;0.3151854590225542;Negativo
NILO SERGIO PR;PRNILO;2022-11-21 19:20:45+00:00;Tite muda estratégia de 2018 e esconde Brasil que começa Copa no Qatar = SE O TITE FICAR ESCONDENDO O JOGO, O TORNEIO TERMINA E A SELEÇÃO VOLTA COM AS CHUTEIRAS NA MÃO.;0;0;0;Tite changes 2018 strategy and hides Brazil that starts World Cup in Qatar = IF TITE STAYS HIDING THE GAME, THE TOURNAMENT ENDS AND THE TEAM COMES BACK WITH THE BOOTS IN HAND.;neg;0.2786916974575172;0.7213083025424791;negative;0.01;0.84;0.15;POSITIVE;0.9440606832504272;0.055939316749572754;0.31525900913691024;Negativo
Robson 4P® #Lula2023 +688mil mortos de COVID;robson4P;2022-11-22 00:49:03+00:00;22 ...vai que o Tite chega, jogadores machucado, campanhas péssimas, possiveis desclassificação e uma piaba da sub-raça...nem o Tite segura o vestiario porisso, não tem garantia de nada...mas enfim agora é apoiar e torcer para o melhor mas eu não faria isso...;0;0;0;22 ...maybe Tite arrives, injured players, bad campaigns, possible disqualification and a joke from the sub-race... not even Tite holds the locker room so there's no guarantee of anything... but anyway, now it's time to support and hope for the best but i wouldn't do that...;neg;0.2068275190715699;0.7931724809284347;mixed;0.5;0.5;0.0;NEGATIVE;0.0004035830497741699;0.9995964169502258;0.315376383595874;Negativo
Maicon;mdsantos94;2022-11-21 16:27:00+00:00;_16 Espero mesmo que seja apenas um pré posto para volta do Tite. Eu falo de questão econômica pois vi uma postagem onde o autor faz umas observações que realmente parecem condizer com a contratação do Lázaro.;0;0;0;_16 I really hope it's just a pre-post for Tite's return. I'm talking about economic issues because I saw a post where the author makes some observations that really seem to match with Lázaro's hiring.;pos;0.888233670862066;0.1117663291379343;mixed;0.33;0.43;0.23;NEGATIVE;0.0005703568458557129;0.9994296431541443;0.3156249120791111;Negativo
Victor Andrade;VictorA69714679;2022-11-21 18:32:45+00:00;1910   E o Tite vai voltar pro Corinthians também?;0;0;0;1910 And will Tite return to Corinthians too?;neg;0.4042713738997204;0.5957286261002794;neutral;0.01;0.02;0.98;POSITIVE;0.8831343650817871;0.11686563491821289;0.31579144343761356;Negativo
🇦🇷Jefferson Martinez🇸🇦;1320jeffers1922;2022-11-21 22:58:27+00:00; No Catar o Brasil foi hexa porque o Tite não está com o celular na hora que ele vai ter que ir na sua casa;0;0;0;In Qatar, Brazil was six because Tite doesn't have his cell phone when he has to go to your house;pos;0.5225759966773306;0.4774240033226704;neutral;0.02;0.19;0.79;POSITIVE;0.8056498765945435;0.19435012340545654;0.3162679642666311;Negativo
BRAZILWASSTOLEN;BrazilWStolen;2022-11-22 01:28:38+00:00; CARA FAZ O. L. PREFERE VER O BRASIL SE FERRAR. IDIOTA. BRASIL VAI GANHAR E VAI PARA BRASÍLIA SER RECEBIDOS PELO BOLSONARO SEM. O TITE;0;0;0;GUY DOES O.L. PREFER TO SEE BRAZIL GET FUCKED. IDIOT. BRAZIL WILL WIN AND GOES TO BRASILIA TO BE RECEIVED BY BOLSONARO WITHOUT. OTITIS;pos;0.6145494341326196;0.3854505658673814;mixed;0.4;0.48;0.12;NEGATIVE;0.0007341504096984863;0.9992658495903015;0.31657396213600236;Negativo
luis;luisinnnnnnnnn1;2022-11-21 22:32:23+00:00;5 na defesa da sérvia, tite bota 6 no ataque, quinta feira tá chegando;0;0;0;5 in the defense of serbia, tite puts 6 in the attack, thursday is coming;neg;0.3035268973949195;0.6964731026050811;positive;0.43;0.15;0.42;NEGATIVE;0.09825581312179565;0.9017441868782043;0.3171483605197873;Negativo
Kéthani Dutra;Kethanidtr;2022-11-21 23:00:16+00:00;Seleção do tite faltou só convoca o Mc rick;0;1;0;Tite's team was missing, just summon Mc rick;pos;0.7051746091461751;0.2948253908538251;negative;0.01;0.99;0.0;POSITIVE;0.7375795245170593;0.2624204754829407;0.31719052259718483;Negativo
babi;lstylesun;2022-11-21 18:08:16+00:00;mas será que o tite quer? ou vai entrar com 5 zagueiros? ;0;0;0;but does tite want it? or are you going to enter with 5 defenders?;pos;0.5588133911208258;0.441186608879174;neutral;0.0;0.01;0.99;POSITIVE;0.833993136882782;0.16600686311721802;0.3181142378409128;Negativo
Anderson Santos ✊ ⚫⚪🔴;dinholeosantos;2022-11-21 20:24:37+00:00;1910   Estão preparando o terreno para assim que o Tite quiser voltar a treinar ele ser o técnico do Corinthians.;0;0;0;1910 They are preparing the ground so that as soon as Tite wants to go back to coaching he will coach Corinthians.;neg;0.0915217595769819;0.9084782404230172;neutral;0.08;0.01;0.91;POSITIVE;0.9087175726890564;0.0912824273109436;0.3184224149935849;Negativo
isaacˢᶜᶜᵖ;isaacmiwa_;2022-11-22 00:50:37+00:00;qnd o tite vai ser anunciado técnico do corintia;0;0;0;when will tite be announced coach of corinthians;neg;0.2364506090155919;0.7635493909844074;neutral;0.01;0.03;0.96;POSITIVE;0.9771146178245544;0.022885382175445557;0.3186685492378144;Negativo
Marcos;marcos97948191;2022-11-22 01:33:08+00:00;"Sem Fred. Obrigado Tite

Mas Richarlison n...Põe o Jesus, Pedro, sla. Sou alérgico a bagre ";0;0;0;"No Fred. Thank you Tite

But Richarlison n...Put Jesus, Pedro, sla. I'm allergic to catfish";neg;0.2315070107912663;0.7684929892087358;mixed;0.5;0.5;0.0;NEGATIVE;1,22E+11;0.9999878406524658;0.3187901899266192;Negativo
Raph_with_f;rafa_m96;2022-11-21 23:51:15+00:00;"o cara se deu o trabalho de desenhar 11 capitaes ineditos somente para serem mencionados e com um character design que da aula em qq shounen ate hoje

tite kubo somente ";0;0;0;"the guy took the trouble to draw 11 unpublished captains just to be mentioned and with a character design that he teaches in any shounen until today

tite kubo only";pos;0.8169843924423135;0.1830156075576841;neutral;0.17;0.15;0.68;NEGATIVE;0.3674149513244629;0.6325850486755371;0.3188306135844628;Negativo
Ricardo Magatti;RMagatti;2022-11-21 14:08:39+00:00;Depois do alongamento e instruções de Tite, jogadores enfim batem bola no gramado. ;0;0;0;After stretching and instructions from Tite, players finally hit the ball on the lawn.;neg;0.2367945437734949;0.763205456226507;neutral;0.02;0.1;0.88;POSITIVE;0.9585382342338562;0.0414617657661438;0.31912443032017246;Negativo
Biel Romer0;Romero67Y;2022-11-22 00:57:25+00:00; No catar o Brasil foi hexa porquê o Tite foi uma boa pessoa, q merd-;0;0;0;In Qatar Brazil was six because Tite was a good person, what a shit;pos;0.592510110832436;0.4074898891675629;negative;0.41;0.59;0.0;NEGATIVE;0.0010421276092529297;0.9989578723907471;0.319227766578706;Negativo
arthur;ArthurBordallo;2022-11-21 23:38:29+00:00;_Monnerat vergonha o tite n ter chamado o arrascaeta;0;0;0;Monnerat shame on tite not calling arrascaeta;pos;0.5439175861086727;0.456082413891327;negative;0.03;0.95;0.02;POSITIVE;0.7854663133621216;0.21453368663787842;0.319264316118988;Negativo
VendoClassic2011CinzaChumbo;otitiosam;2022-11-21 21:00:00+00:00;"é obvio que o hit do Brasil na Copa do mundo 2022 é ""MC Rick - Seleção do Tite"" e mais nenhuma";0;1;0;"it's obvious that Brazil's hit in the 2022 World Cup is ""MC Rick - Tite's Selection"" and no other";neg;0.2972966823090005;0.7027033176910008;neutral;0.16;0.26;0.58;POSITIVE;0.6487985849380493;0.3512014150619507;0.319270550312157;Negativo
henrique batista;Henryquekk;2022-11-21 15:30:50+00:00;23 2 Q mane tite acorda pra vida cara;0;0;0;23 2 Q mane tite wake up to life man;neg;0.2256107686103553;0.7743892313896458;neutral;0.01;0.01;0.99;POSITIVE;0.9847404360771179;0.01525956392288208;0.31929880582351305;Negativo
Rodrigo Prado (Pradinho);odigao;2022-11-21 20:02:08+00:00;1 Sim, muitas definições, Tite escalar o time titular, e eu qual roupa ir na posse do Lula..;0;2;0;1 Yes, many definitions, Tite climbing the starting lineup, and I which outfit to wear to Lula's inauguration..;neg;0.306079229037891;0.6939207709621081;neutral;0.02;0.01;0.97;POSITIVE;0.9260998964309692;0.07390010356903076;0.3197541459856899;Negativo
mariana inacio lula da silva ⭐️;its_sereia;2022-11-21 18:28:44+00:00;Tanta gente me chamando pra assistir o jogo do Brasil que tô me sentindo o Tite;0;1;0;So many people calling me to watch the Brazil game that I'm feeling like Tite;pos;0.6723344950707908;0.3276655049292087;neutral;0.39;0.05;0.56;NEGATIVE;0.005334138870239258;0.9946658611297607;0.32042896754446704;Negativo
Midnight Phantom;Juh__Rs;2022-11-21 14:08:22+00:00;"Achei lindo o vídeo do Caxias com o Tite, maa rachei qdo o Huck disse que tava dando uma camisa do Caxias pro Tite levar pra dar boa sorte.
Tite tá levando a camisa do amarelão do Brasil, que zicada monstra seu Luciano Huck.";0;1;0;"I thought the video of Caxias with Tite was beautiful, but I cracked it when Huck said he was giving Tite a Caxias shirt to take for good luck.
Tite is wearing the yellow jersey from Brazil, which his Luciano Huck looks like.";neg;0.2321743338700706;0.7678256661299246;mixed;0.5;0.41;0.09;NEGATIVE;0.00654911994934082;0.9934508800506592;0.3207532248241075;Negativo
