Usuario;TagNick;DataPost;Texto;Comentarios;Likes;Retweets;Texto_Traduz;Classificação_Blob;percent_pos_blob;percent_neg_blob;Azure_Sentiment;Azure_percent_pos;Azure_percent_neg;Azure_percent_neutro;Classificacao_flair;percent_pos_flar;percent_neg_flar;Percent_Media_final;Class_final
Portal R7.com;portalR7;2022-09-13 22:00:03+00:00;"Luva de Pedreiro anuncia que irá encerrar carreira de influenciador: 'Vou viver a minha vida normal' 

Iran Ferreira disse que vai cumprir seus acordos comerciais, mas não fará mais vídeos depois. ""Decisão é minha"", ressaltou  R7 portalr7 ";0;11;0;"Glove de Pedreiro announces that he will end his career as an influencer: 'I'm going to live my normal life'

Iran Ferreira said he will abide by his trade agreements, but will not make any more videos afterwards. ""It's my decision"", highlighted R7 portalr7";pos;0.9822908948235766;0.0177091051764193;neutral;0.1;0.18;0.72;NEGATIVE;0.037482261657714844;0.9625177383422852;0.20817934544842948;Negativo
Ma_Campelo;Ma_Campelo;2022-09-14 01:15:33+00:00;  me falta grana não vontade 😂;0;0;0;I lack money, I don't want to 😂;neg;0.4157608159820588;0.5842391840179412;negative;0.26;0.58;0.16;NEGATIVE;0.0001245737075805664;0.9998754262924194;0.20800142334246;Negativo
andrey 13 ⭐⌚;oandreysoares;2022-09-13 19:28:28+00:00;"sem prepotência, mas tem algumas coisas que surgem e viralizam na internet, e ninguém sabe ao certo como. 

exemplo: esse ""luva de pedreiro""

só soube da sua existência pq os alunos do meu estágio ficavam repetindo ""receba"" toda hora kkkk";0;0;0;"without arrogance, but there are some things that come up and go viral on the internet, and no one really knows how.

example: this ""mason's glove""

I only knew of its existence because the students of my internship kept repeating ""receive"" all the time lol";neg;0.4446130265148529;0.5553869734851445;negative;0.25;0.39;0.37;NEGATIVE;0.0054967403411865234;0.9945032596588135;0.20794378674246086;Negativo
Zuzu;tuane_guedes;2022-09-13 22:50:47+00:00;" Luva de Pedreiro - biro
Ana Maria Braga - biro
Xaropinho - biro
Andre Marques - lula
Luciano Huck - lula
Toguro - biro
Manoel Caneta Azul - biro
Rei Charles III - Wilian 
Rogério Flausino - biro
Tite - lula";0;0;0;"Mason's Glove - biro
Ana Maria Braga - biro
Syrup - biro
Andre Marques - Lula
Luciano Huck - squid
Toguro - biro
Manoel Blue Pen - biro
King Charles III - William
Rogério Flausino - biro
Tite - squid";neg;0.0029083422535452;0.9970916577464526;neutral;0.0;0.0;0.99;POSITIVE;0.7261717915534973;0.2738282084465027;0.20789313219436284;Negativo
Pleno.News;PlenoNews;2022-09-13 18:04:21+00:00;"Falcão comenta decisão de Luva de Pedreiro sobre fim de carreira

";0;5;0;Falcão comments on Luva de Pedreiro's decision about the end of his career;neg;0.4305539696448675;0.5694460303551329;neutral;0.11;0.25;0.63;NEGATIVE;0.2905857563018799;0.7094142436981201;0.20738935460694674;Negativo
Fabbimacedo;Fabbimacedo1;2022-09-13 18:41:30+00:00;"  Descansar né?! O cara não é ferro. 
De ferro só nosso presidente  VaiSerNoPrimeiroTurno";0;0;0;"Rest right?! The guy is not iron.
Of iron only our president VaiSerNoPrimeiroTurno";pos;0.771541885073851;0.2284581149261493;neutral;0.17;0.14;0.68;NEGATIVE;8,13E+10;0.9999186992645264;0.20738635522068546;Negativo
Carlos Vasconcelos;carlosharoldoch;2022-09-14 00:10:00+00:00;"  Tá na hora de dar um tempo mesmo 
Se não, há imagem vai chegar bem cansada na Copa";0;0;0;"It's time to take some time
If not, there is an image that will arrive very tired in the Cup";pos;0.5696655251676466;0.4303344748323537;negative;0.22;0.67;0.11;NEGATIVE;0.00018483400344848633;0.9998151659965515;0.20714788473922052;Negativo
Ajunews;portalajunews;2022-09-13 23:55:44+00:00;Luva de Pedreiro anuncia fim da carreira como influenciador ;0;0;0;Glove of Pedreiro announces the end of his career as an influencer;pos;0.5815970968169728;0.4184029031830284;neutral;0.06;0.2;0.73;NEGATIVE;0.3112030625343323;0.6887969374656677;0.20628617455509105;Negativo
vonivar;vonivar;2022-09-13 19:53:35+00:00;Luva de Pedreiro anuncia fim da carreira como influenciador ;0;0;0;Glove of Pedreiro announces the end of his career as an influencer;pos;0.5815970968169728;0.4184029031830284;neutral;0.06;0.2;0.73;NEGATIVE;0.3112030625343323;0.6887969374656677;0.20628617455509105;Negativo
Portal Cidade News 🇧🇷🇧🇷🇧🇷;portalcidadeBR;2022-09-13 19:28:43+00:00;"Luva de Pedreiro anuncia fim da carreira como influenciador

";0;0;0;Glove of Pedreiro announces the end of his career as an influencer;pos;0.5815970968169728;0.4184029031830284;neutral;0.06;0.2;0.73;NEGATIVE;0.3112030625343323;0.6887969374656677;0.20628617455509105;Negativo
Dinarte Reis 🤴🏾;DinReis;2022-09-13 22:14:05+00:00;E o Luva de Pedreiro, hein? Mostrando que levar a vida na fama nem sempre vale à pena.;0;0;0;And the Mason Glove, huh? Showing that living a life of fame isn't always worth it.;neg;0.4434547551354884;0.5565452448645096;negative;0.25;0.58;0.17;NEGATIVE;0.0002575516700744629;0.9997424483299255;0.20628140835366246;Negativo
lucas;lxcasme;2022-09-13 21:55:06+00:00;vei nao ironicamente quem é luva de pedreiro (nao quero saber ;0;0;0;come not ironically who is a mason's glove (I don't want to know;neg;0.3031897049791005;0.696810295020899;negative;0.07;0.47;0.46;NEGATIVE;0.429867684841156;0.570132315158844;0.20613215352305894;Negativo
Digital Hell;luishipolito;2022-09-13 23:32:43+00:00;Empresário do Luva de Pedreiro revela motivo da pausa do inf...  via ;0;0;0;Entrepreneur of Luva de Pedreiro reveals reason for the inf...;neg;0.4130282839858921;0.5869717160141082;neutral;0.1;0.18;0.73;NEGATIVE;0.31482475996017456;0.6851752400398254;0.20609682912946306;Negativo
Marcus Muniz;MarcusMuniz;2022-09-13 23:55:55+00:00;"Luva de Pedreiro - lula
Ana Maria Braga - lula
Xaropinho - bozo
Andre Marques - ciro
Luciano Huck - tebet
Toguro - bozo
Manoel Caneta Azul - bozo
Rei Charles III - bozo
Rogério Flausino - lula 
Tite - ciro ";0;0;0;"Mason's Glove - squid
Ana Maria Braga - Lula
Syrup - Bozo
André Marques - Ciro
Luciano Huck - tebet
Toguro - Bozo
Manoel Blue Pen - bozo
King Charles III - bozo
Rogério Flausino - squid
Titus - Cyrus";neg;0.0394781411872905;0.9605218588127008;neutral;0.0;0.0;0.99;POSITIVE;0.7003675699234009;0.2996324300765991;0.20574475443344173;Negativo
DrAgAoBetim99 José Luiz -Games🇧🇷🇯🇵;Dragaobetim;2022-09-13 19:03:05+00:00;Meu Deus as coisas tão difícil é luva de pedreiro renuncia aff  ForçaLuva;0;1;0;My God, things are so difficult it's a bricklayer's glove resign aff ForçaGuva;pos;0.7954790732160673;0.2045209267839316;negative;0.16;0.76;0.08;NEGATIVE;0.0010263919830322266;0.9989736080169678;0.2053616938831617;Negativo
Thari;tharizinha;2022-09-13 17:47:08+00:00;Confesso q fiquei chateada dps de ver esse vídeo do luva de pedreiro abdicando da fama com certeza em prol da saúde mental dele... Isso serve p gente ver o quanto o pessoal na internet faz mal às pessoas... Tudo p viver uma vida estabilizada p sempre e ele preferindo abrir mão 😔;0;1;1;I confess that I was upset when I saw this video of the bricklayer's glove giving up his fame, certainly for the sake of his mental health... This is for us to see how much people on the internet hurt people... Everything to live a life stabilized forever and he prefers to give it up 😔;neg;0.3941757463622329;0.6058242536377659;mixed;0.26;0.69;0.05;NEGATIVE;0.0009076595306396484;0.9990923404693604;0.20514158077478745;Negativo
Lucas Nascimento ✠;_01Sanchez;2022-09-13 17:07:06+00:00;Qual foi do k.o q deu com o Luva de Pedreiro?;0;0;0;What was the k.o that happened with Glova de Pedreiro?;pos;0.5008200554201773;0.4991799445798227;neutral;0.23;0.28;0.49;NEGATIVE;0.005346775054931641;0.9946532249450684;0.20450194364714866;Negativo
Israel Mugica;Israell_Mugica;2022-09-14 00:39:39+00:00;luva de pedreiro meteu o significado da frase  o negócio é vender fora tudo;0;0;0;bricklayer's glove put the meaning of the phrase business is to sell everything away;pos;0.6909865305250921;0.3090134694749087;neutral;0.16;0.37;0.47;NEGATIVE;0.04966336488723755;0.9503366351127625;0.20433046575708103;Negativo
Mag Marruá🐆 🌻;AbsolonMag;2022-09-13 18:26:05+00:00;  Não deixa, Falcão!! CadÊ o Falcão???;0;0;0;Don't let it go, Falcon!! Where's the Falcon???;pos;0.8560329219711228;0.1439670780288769;negative;0.14;0.53;0.33;NEGATIVE;0.0051149725914001465;0.9948850274085999;0.20375183816484618;Negativo
São Gonçalo Urgente 📢;SGOurgente;2022-09-13 16:52:34+00:00;Luva de Pedreiro apaga vídeos da rede social e anuncia fim da carreira: 'Vou viver minha vida normal e sossegado'. Em publicação nesta terça (13), o influencer baiano disse que voltará com a vida ‘normal’ que tinha antes de virar celebridade na internet ;1;6;1;Glove de Pedreiro deletes videos from the social network and announces the end of his career: 'I'm going to live my normal and peaceful life'. In a publication this Tuesday (13), the Bahian influencer said that he will return to the 'normal' life he had before becoming a celebrity on the internet.;pos;0.9441868930989764;0.0558131069010215;negative;0.12;0.5;0.38;NEGATIVE;0.0004962682723999023;0.9995037317276001;0.2035970613776823;Negativo
GPS da Notícia;gpsdanoticia;2022-09-13 18:01:46+00:00;Luva de Pedreiro apaga vídeos de rede social e anuncia pausa na carreira: ‘Vou viver minha vida normal e sossegado’ ;0;0;0;Glove de Pedreiro deletes videos from social media and announces career break: 'I'm going to live my normal and peaceful life';pos;0.9830724392718688;0.0169275607281318;neutral;0.11;0.36;0.53;NEGATIVE;0.00012886524200439453;0.9998711347579956;0.2033328813936968;Negativo
Thiago Souza 🍫;othiagosouzaa;2022-09-13 16:44:18+00:00;"Silenciando ""Luva de Pedreiro"" já deu!";0;59;2;"Silencing ""Mason's Glove"" is done!";neg;0.4470108695652176;0.5529891304347824;neutral;0.2;0.29;0.51;NEGATIVE;0.08504462242126465;0.9149553775787354;0.20244287348682097;Negativo
Palma;fellipepalma;2022-09-13 17:08:55+00:00;Luva de Pedreiro anunciou que vai parar com os vídeos, agora sim virei fã   RECEBA CARAI;0;3;0;Glove de Pedreiro announced that he will stop with the videos, now I'm a fan RECEBA CARAI;pos;0.5069995446879055;0.4930004553120923;neutral;0.22;0.34;0.44;NEGATIVE;0.014778554439544678;0.9852214455604553;0.2023652362238564;Negativo
Grettel Costa 🌹;grettelcosta1;2022-09-13 16:53:31+00:00;"As condições do Falcão era que o Luva de Pedreiro estudasse 
Tem pessoas que não querem evoluir, não adianta.
balançogeralRJ ";0;0;0;"Falcão's conditions were that the Pedreiro Glove should study
There are people who don't want to evolve, it's no use.
balance sheet RJ";pos;0.9339930505589028;0.0660069494410971;negative;0.03;0.85;0.12;NEGATIVE;0.18070536851882935;0.8192946314811707;0.20220054108522306;Negativo
Samir Duarte;eusousamir;2022-09-13 16:21:15+00:00;"Surpreso com o Luva de Pedreiro apagando todos os seus conteúdos já postados e decidindo ""aposentar"" essa carreira de influencer quanto ele tá no auge do auge. Dá um sinal de que não é fácil esse assédio todo não, nem por milhões!";3;229;6;"Surprised with Glova de Pedreiro deleting all his content already posted and deciding to ""retire"" this influencer career when he is at the height of his peak. It gives a sign that all this harassment is not easy, not even by millions!";pos;0.8541752751005931;0.1458247248994085;negative;0.14;0.83;0.03;NEGATIVE;0.00023752450942993164;0.9997624754905701;0.20209290344563616;Negativo
Neto 🦑🇵🇸;forademocracia;2022-09-13 22:38:10+00:00;"Luva de Pedreiro - Lula
Ana Maria Braga - Tebet
Xaropinho - Bolsonaro
Andre Marques - Ciro
Luciano Huck - Tebet
Toguro - Bolsonaro
Manoel Caneta Azul - Bolsonaro 
Rei Charles III - Bolsonaro
Rogério Flausino - Ciro
Tite - Lula ";0;1;0;"Mason's Glove - Squid
Ana Maria Braga - Tebet
Syrup - Bolsonaro
André Marques - Ciro
Luciano Huck - Tebet
Toguro - Bolsonaro
Manoel Blue Pen - Bolsonaro
King Charles III - Bolsonaro
Rogério Flausino - Ciro
Tite - Lula";neg;0.0049078804604946;0.9950921195395028;neutral;0.0;0.0;0.99;POSITIVE;0.7048667669296265;0.29513323307037354;0.20209163061710678;Negativo
augusto;augustogrespan;2022-09-13 22:34:57+00:00;" Luva de Pedreiro - Lula
Ana Maria Braga - Tebet 
Xaropinho - Bolsonaro
Andre Marques - Ciro
Luciano Huck - Tebet
Toguro - Bolsonaro 
Manoel Caneta Azul - Bolsonaro 
Rei Charles III - Bolsonaro 
Rogério Flausino - Ciro 
Tite - Lula";0;28;0;"Mason's Glove - Squid
Ana Maria Braga - Tebet
Syrup - Bolsonaro
André Marques - Ciro
Luciano Huck - Tebet
Toguro - Bolsonaro
Manoel Blue Pen - Bolsonaro
King Charles III - Bolsonaro
Rogério Flausino - Ciro
Tite - Lula";neg;0.0049078804604946;0.9950921195395028;neutral;0.0;0.0;0.99;POSITIVE;0.7048667669296265;0.29513323307037354;0.20209163061710678;Negativo
Jacobina Notícias;JacobinaNoticia;2022-09-13 16:28:52+00:00;"Luva de Pedreiro anuncia fim da carreira; ""Viver minha vida normal"" luvadepedreiro iranferreira

Matéria completa⤵️
 ";0;1;0;"Glove de Pedreiro announces the end of his career; ""Live my normal life"" iranferreira bricklayer's glove

Full article ⤵️";pos;0.8874472885755081;0.1125527114244902;neutral;0.13;0.15;0.72;NEGATIVE;0.003436863422393799;0.9965631365776062;0.20204585934575656;Negativo
Rodrigo Lima ★彡;DrigoLima_;2022-09-14 00:29:35+00:00; Cansado ? Ele tem q virar pedreiro pra fazer jus a sua Luva… depois ele me diz o que é cansaço de verdade;0;1;0;Tired out ? He has to become a bricklayer to live up to his Glove... then he tells me what real tiredness is;pos;0.8141235784778892;0.1858764215221109;negative;0.15;0.68;0.17;NEGATIVE;5,13E+10;0.9999487400054932;0.2020322997809861;Negativo
RÁDIO SAT FM;radiosatfm;2022-09-13 20:49:01+00:00;Luva de Pedreiro não será mais influenciador: ‘Viver vida normal’ ;0;0;0;Pedreiro's Glove will no longer be an influencer: 'Live a normal life';pos;0.8085118763584977;0.1914881236415027;neutral;0.15;0.24;0.61;NEGATIVE;0.0011677145957946777;0.9988322854042053;0.20154961507858385;Negativo
Vitor 🦑;Hon_orio;2022-09-13 20:55:56+00:00;Nem Túlio maravilha se aposentou mais que o Luva de pedreiro.;0;1;0;Not even Túlio wonder retired more than Glove of mason.;neg;0.3792030215171645;0.6207969784828352;neutral;0.21;0.33;0.46;NEGATIVE;0.09477585554122925;0.9052241444587708;0.20125067608566044;Negativo
Lucas Ribeiro 🔴⚫;Luucassmarco;2022-09-13 18:51:04+00:00;O problema do luva de pedreiro não é excesso de trabalho, é excesso de fama. Não soube lidar com a fama e está nítido isso. Ainda mais de alguém que veio de um lugar tão humilde ;0;0;0;The problem with the bricklayer's glove is not too much work, it's too much fame. I didn't know how to deal with fame and that's clear. Even more so from someone who came from such a humble place;pos;0.8828048960706559;0.1171951039293462;negative;0.13;0.7;0.18;NEGATIVE;0.0023430585861206055;0.9976569414138794;0.20107014474898532;Negativo
Sergio Mariano;Sergiomariano6;2022-09-13 21:00:24+00:00;"Luva de Pedreiro anunciou fim da carreira, deu no plantão do G1, é sério! Não sei o que vou fazer da minha vida de agora em diante, nem vou almoçar ""mais"" hoje. Isso é o fim, quem é ele o que faz? Meu Deus o mundo precisa urgente do cometa dos dinossauros. futilidade ";0;0;0;"Glove de Pedreiro announced the end of his career, he was on duty at G1, it's serious! I don't know what I'm going to do with my life from now on, nor am I going to have lunch ""more"" today. This is the end, who is he what he does? My God the world urgently needs the comet of the dinosaurs. futility";pos;0.7987112292056747;0.2012887707943213;mixed;0.15;0.65;0.2;NEGATIVE;9,07E+10;0.9999092817306519;0.199841809392053;Negativo
Área VIP;areavip;2022-09-13 20:36:11+00:00;Polêmica! Poliana Rocha comenta decisão de Luva de Pedreiro de abandonar carreira - Instagram Leonardo LuvaDePedreiro PolianaRocha ;0;0;0;Controversy! Poliana Rocha comments on Luva de Pedreiro's decision to abandon his career - Instagram Leonardo LuvaDePedreiro PolianaRocha;pos;0.8500558145816357;0.1499441854183641;negative;0.12;0.69;0.19;NEGATIVE;0.03265005350112915;0.9673499464988708;0.19933656022627058;Negativo
Jornal Folha da Terra;jfolhadaterra;2022-09-13 17:22:42+00:00;"Luva de Pedreiro apaga vídeos da rede social e anuncia fim da carreira: ‘Vou viver minha vida normal e sossegado’; Veja o vídeo
";0;0;0;"Glove de Pedreiro deletes videos from the social network and announces the end of his career: 'I'm going to live my normal and peaceful life'; See the video";pos;0.953823458312913;0.0461765416870882;negative;0.11;0.5;0.39;NEGATIVE;8,67E+10;0.9999133348464966;0.19914239837427425;Negativo
Yahoo Brasil;YahooBr;2022-09-13 17:07:13+00:00;Empresário do Luva de Pedreiro explica motivo da pausa e garante: 'Ele volta'  esportes;0;1;0;Luva de Pedreiro's businessman explains the reason for the break and guarantees: 'He comes back';neg;0.4249749728032764;0.5750250271967242;neutral;0.11;0.21;0.68;NEGATIVE;0.26433122158050537;0.7356687784194946;0.19909105942346958;Negativo
MACCHIO 🛸;Ravielfury;2022-09-13 19:14:47+00:00;Daqui a pouco ele se aposenta igual o luva de pedreiro ;0;11;0;In a little while he retires like a bricklayer's glove;pos;0.7659593005319637;0.2340406994680348;neutral;0.15;0.03;0.82;NEGATIVE;0.01347261667251587;0.9865273833274841;0.19898636198242792;Negativo
jocA;soujoaop;2022-09-13 18:11:16+00:00;luva de pedreiro come to Blumenau atender cliente endemonhado;0;2;0;mason's glove come to Blumenau to serve a demonized customer;pos;0.5133365272017257;0.4866634727982745;neutral;0.12;0.05;0.83;NEGATIVE;0.19915646314620972;0.8008435368537903;0.19880706478487786;Negativo
Pedro Gurgel;pedroguurgell;2022-09-13 18:57:17+00:00;Tadinho do luva de pedreiro;0;0;0;Mason's glove poor;neg;0.2300000000000001;0.769999999999999;neutral;0.29;0.03;0.69;NEGATIVE;0.0006648898124694824;0.9993351101875305;0.198761397089277;Negativo
bno;assisxx__;2022-09-13 16:49:56+00:00; _   Kkkkkkkkkkkkkkkkkkkskdkklllll nmrl esse bglh de marcar ele no final me matou. Cara que é analfabeto e gravou videozinhos para a internet ganha MUUUUITO mais que você, pense.;0;2;0;_ Kkkkkkkkkkkkkkkkkkkdkklllll nmrl this bglh to tag him in the end killed me. Guy who is illiterate and recorded little videos for the internet earns SOOOOO much more than you, think.;pos;0.8949575410046823;0.1050424589953182;negative;0.07;0.8;0.13;NEGATIVE;0.10803961753845215;0.8919603824615479;0.19871953944022666;Negativo
Dj avan;DjMse777;2022-09-13 16:48:03+00:00;Luva de pedreiro ficou com ciúme do bora bill;0;8;2;Mason's glove was jealous of bora bill;pos;0.5108406917670257;0.4891593082329737;negative;0.04;0.89;0.07;NEGATIVE;0.3580988049507141;0.6419011950492859;0.19814832880977915;Negativo
Narlon;oxenarlon;2022-09-13 16:32:19+00:00;  kkkkk Marcelo é a versão masculina de Ivete;0;10;0;kkkkk Marcelo is the male version of Ivete;neg;0.3320963047753406;0.6679036952246591;neutral;0.01;0.01;0.98;POSITIVE;0.5062803030014038;0.4937196969985962;0.19780813011116402;Negativo
Imperador Diegol 👑;diegolsantos10;2022-09-13 16:41:30+00:00;Luva de Pedreiro vai se aposentar mano, que isso;0;1;0;Mason's Glove is going to retire bro, what a;neg;0.239169174965495;0.7608308250345044;neutral;0.19;0.02;0.78;NEGATIVE;0.1917169690132141;0.8082830309867859;0.1975147304274176;Negativo
kiq;martins_kiq;2022-09-13 20:40:29+00:00;KKKKKKKKKKKKK que isso mlk o luva de pedreiro se aposentou;0;0;0;Kkkkkkkkkkkkkk that this mlk the bricklayer retired;pos;0.5223116677698219;0.4776883322301783;neutral;0.11;0.19;0.7;NEGATIVE;0.20862442255020142;0.7913755774497986;0.19708007326717494;Negativo
Darwin;aloirdasilva;2022-09-13 16:51:59+00:00; Depois reclamam dos nossos incansáveis políticos, que se aposentam com 2 mandatos, Luva de Pedreiro trabalhou 1 ano e tá aposentado.;0;3;0;Then they complain about our tireless politicians, who retire with 2 terms, Luva de Pedreiro worked 1 year and is retired.;pos;0.9790028101161652;0.0209971898838353;negative;0.1;0.73;0.17;NEGATIVE;0.00011754035949707031;0.9998824596405029;0.19703398440502276;Negativo
Lucas;lucas_Aos21;2022-09-13 22:14:35+00:00; Inclui ae Casimiro (gordo vascaíno da Twitch, luva de pedreiro.... KKKKKKK;0;0;0;Includes ae Casimiro (Twitch's fat vascaíno, bricklayer's glove.... lol;neg;0.112559241706161;0.887440758293837;neutral;0.05;0.04;0.91;POSITIVE;0.5332372784614563;0.4667627215385437;0.19700482837558195;Negativo
Alefe Dias;Le_Finn23;2022-09-13 16:54:47+00:00;" Brasil: um cara chuta uma bola e grita ""receba"" fica milionário, viaja o mundo e todo o resto tem que trabalhar e estudar pra tentar não morrer de fome. O luva de pedreiro já foi, e agora é quem? ""Bora Bill""?";0;13;0;"Brazil: a guy kicks a ball and shouts ""receive"" becomes a millionaire, travels the world and everyone else has to work and study to try not to starve. The mason's glove is gone, and now who is it? ""Let's go Bill""?";pos;0.8513909570601409;0.1486090429398609;negative;0.12;0.64;0.23;NEGATIVE;0.022761762142181396;0.9772382378578186;0.19670206876350052;Negativo
Juninho Mix;juninhomiix;2022-09-13 21:55:27+00:00; Ele nunca foi pedreiro kkkkk o nome é “o cara da luva de pedreiro” e não “o cara que é um pedreiro” mas levando em conta sua pergunta creio que com a atual situação acha que se ele fosse pedreiro já poderia largar o emprego!;0;1;0;"He was never a bricklayer lol the name is ""the guy with the bricklayer's glove"" and not ""the guy who is a bricklayer"" but taking into account your question I believe that with the current situation you think that if he were a bricklayer he could quit his job!";neg;0.3015300482056318;0.698469951794372;negative;0.07;0.71;0.22;NEGATIVE;0.3972169756889343;0.6027830243110657;0.1965662856547858;Negativo
Visão Oeste;visaooeste;2022-09-13 19:32:35+00:00;"Luva de Pedreiro apaga publicações no Instagram e diz que vai “viver vida normal”

Sucesso nas redes sociais, Iran Ferreira, conhecido pelo bordão “Receba!”, anunciou hoje (13) que não pretende continuar com os trabalhos como influenciador digital.

Foto: Reprodução/Instagram

…";0;0;0;"Glove de Pedreiro deletes posts on Instagram and says he will “live a normal life”

Success on social networks, Iran Ferreira, known for the catchphrase “Receba!”, announced today (13) that he does not intend to continue with his work as a digital influencer.

Photo: Playback/Instagram

…";pos;0.9752873031263534;0.024712696873647;negative;0.1;0.55;0.35;NEGATIVE;4,66E+10;0.9999533891677856;0.19648293211296888;Negativo
Alex Sabino;alexsabino;2022-09-13 21:25:01+00:00;"""Luva de Pedreiro anuncia que irá encerrar a carreira.""

Que carreira?";0;13;0;"""Mason's Glove announces that he will end his career.""

What career?";neg;0.4932141593214798;0.506785840678519;neutral;0.22;0.26;0.52;NEGATIVE;0.0006337761878967285;0.9993662238121033;0.1963545302424676;Negativo
lucas;luucasbriz;2022-09-13 16:34:39+00:00;será que essa história do luva de pedreiro é real ou não?;0;1;0;Is this bricklayer's glove story real or not?;pos;0.5454224302594037;0.4545775697405961;neutral;0.07;0.34;0.6;NEGATIVE;0.27351558208465576;0.7264844179153442;0.1960647992041022;Negativo
Douglas Carvalho ✠;CarvalhoDodo;2022-09-13 16:54:36+00:00;Luva de pedreiro quer é mt pica;0;0;0;Mason's glove wants is mt pica;neg;0.409144717372004;0.590855282627996;neutral;0.04;0.03;0.94;NEGATIVE;0.4011836051940918;0.5988163948059082;0.19593027539431254;Negativo
Pimento 🌶️;renanpimento;2022-09-13 17:02:11+00:00;Parem de falar que o luva de pedreiro é meu pai!!! 😭😩😭😩😭😩😭;0;0;0;Stop saying the bricklayer's glove is my father!!! 😭😩😭😩😭😩😭;pos;0.5444724265603005;0.4555275734396984;negative;0.11;0.6;0.29;NEGATIVE;0.19327324628829956;0.8067267537117004;0.19585984559098565;Negativo
Diário Gaúcho;diario_gaucho;2022-09-13 17:15:30+00:00;"Luva de Pedreiro abandona carreira de influenciador: ""Decisão minha""
 ";0;3;0;"Glove de Pedreiro leaves influencer career: ""My decision""";pos;0.5104805706985936;0.4895194293014072;negative;0.04;0.72;0.24;NEGATIVE;0.35024887323379517;0.6497511267662048;0.19585404530945486;Negativo
mico ladrao safado;possomaceta;2022-09-13 16:32:52+00:00;E o luva de pedreiro q apagou todos os vídeos e falou q vai voltar pra vida normal kkkk muleque doidinho mane n duvido nada q nunca mais apareça em lugar nenhum;0;1;0;And the bricklayer glove who deleted all the videos and said he's going back to normal life lol crazy kid mane I have no doubt that he'll never appear anywhere again;neg;0.0600059588496173;0.9399940411503784;negative;0.09;0.68;0.23;NEGATIVE;0.4748789072036743;0.5251210927963257;0.1956805390367094;Negativo
Evilandio M;evilandiom;2022-09-13 19:12:31+00:00;"Luva de Pedreiro larga a carreira que ainda não tem..

Receba
luvadepedreiro";0;0;0;"Glove of Mason drops the career he doesn't have yet..

receive
mason's glove";neg;0.4834420787127238;0.5165579212872765;neutral;0.22;0.06;0.72;NEGATIVE;0.0027298331260681152;0.9972701668739319;0.19555739213783715;Negativo
Eduardo Cruz🌹;EduardoMoraesC;2022-09-13 21:55:30+00:00;   Viado... kkkkkkkkk... porra... kkkkkk...;0;1;0;Fuck... lol... fuck... lol...;neg;0.1101694915254238;0.889830508474577;mixed;0.28;0.44;0.27;NEGATIVE;0.06812411546707153;0.9318758845329285;0.19520253177993815;Negativo
Dos Santos;Gbpretchaco;2022-09-13 22:55:44+00:00;Crlh, o Luva de Pedreiro se aposentou mané;0;0;0;Crlh, the Mason's Glove retired mané;neg;0.4131637867342376;0.5868362132657619;neutral;0.23;0.15;0.62;NEGATIVE;0.015312731266021729;0.9846872687339783;0.19482703560946874;Negativo
Sarto da Massa;SartoDaMassa;2022-09-13 19:21:49+00:00;O criador de conteúdo Luva de Pedreiro anunciou em seu Instagram que está encerrando a sua carreira de influencer. Se quiser ajudar nas Areninhas, é só chegar. ;0;1;0;Content creator Glova de Pedreiro announced on his Instagram that he is ending his influencer career. If you want to help in Areninhas, just arrive.;pos;0.6808012144486781;0.3191987855513221;neutral;0.17;0.14;0.69;NEGATIVE;0.00020235776901245117;0.9997976422309875;0.19445798999810046;Negativo
Leandro Dias;Leandro_Solve;2022-09-13 18:39:30+00:00;  Descansar né, que o cara não é de ferro.;0;3;0;Rest, right, the guy is not made of iron.;pos;0.6866786684605852;0.3133213315394148;neutral;0.14;0.29;0.57;NEGATIVE;0.05706489086151123;0.9429351091384888;0.19440120716908682;Negativo
Felipe Barreto;fbarretojor;2022-09-13 18:32:04+00:00;O Luva de Pedreiro anunciou o fim da carreira como influenciador. Isso diz muito sobre os tempos que vivemos e como devemos estar vigilantes. O esgotamento mental existe e não é brincadeira. Segue o fio.;0;1;0;Glova de Pedreiro announced the end of his career as an influencer. This says a lot about the times we live in and how vigilant we should be. Mental exhaustion exists and it's no joke. Follow the thread.;neg;0.4888642123260454;0.5111357876739577;mixed;0.21;0.49;0.3;NEGATIVE;0.015851199626922607;0.9841488003730774;0.19436665879712725;Negativo
g1 Bahia;g1bahia;2022-09-13 16:30:03+00:00;Falcão manda mensagem para Luva de Pedreiro após decisão de abandonar carreira: 'Viva sua vida como decidir'  g1 g1BA ;0;3;0;Falcão sends a message to Luva de Pedreiro after the decision to abandon his career: 'Live your life as you decide' g1 g1BA;pos;0.7373853292886501;0.2626146707113512;neutral;0.05;0.12;0.83;NEGATIVE;0.20914655923843384;0.7908534407615662;0.19366834968078825;Negativo
Bia ⭐️⭐️;bia_fabizinhaq;2022-09-13 19:41:54+00:00;_slopes  Foi tarde....kkkkk;0;2;0;_slopes It was late....lol;neg;0.1058260754214548;0.8941739245785449;negative;0.09;0.78;0.13;NEGATIVE;0.44389671087265015;0.5561032891273499;0.193374213880965;Negativo
